Категория;Наименование;Цена;Ссылка
Готовая еда;Шампиньоны маринованные БЕЛОРУЧКА, весовые;306.00 ₽;https://lenta.com/product/griby-shampinony-marinovannye-ves-rossiya-237946/
Готовая еда;Салат БЕЛОРУЧКА Витаминный, весовой;100.50 ₽;https://lenta.com/product/salat-vitaminnyjj-rossiya-191555/
Готовая еда;Каша гречневая ЛЕНТА FRESH с луком, весовая;50.49 ₽;https://lenta.com/product/kasha-grechnevaya-s-lukom-ves-rossiya-426443/
Готовая еда;Каша овсяная на молоке, 300г;114.99 ₽;https://lenta.com/product/kasha-ovsyanaya-na-moloke-rossiya-300g-729619/
Готовая еда;Морс из черноплодной рябины ЛЕНТА FRESH, 500мл;99.99 ₽;https://lenta.com/product/mors-iz-chernoplodnojj-ryabiny-rossiya-500ml-715429/
Готовая еда;Плов По-ташкентски, весовой;261.00 ₽;https://lenta.com/product/plov-po-tashkentski-lotok-ves-rossiya-721857/
Готовая еда;Пицца Пепперони, 360г;399.99 ₽;https://lenta.com/product/picca-pepperoni-rossiya-360g-718764/
Готовая еда;Брускетта ЛЕНТА FRESH с сочным куриным филе и горчичным соусом, 250г;199.99 ₽;https://lenta.com/product/brusketta-s-sochnym-kurinym-file-i-gorchichnym-sousom-rossiya-250g-676770/
Готовая еда;Окорочка куриные гриль ЛЕНТА FRESH, весовые;270.00 ₽;https://lenta.com/product/okorochka-kurinye-gril-ves-rossiya-337026/
Готовая еда;Отбивная из курицы ЛЕНТА FRESH По-княжески, весовая;302.73 ₽;https://lenta.com/product/kurinaya-otbivnaya-po-knyazheski-ves-rossiya-174196/
Готовая еда;Пирог ЛЕНТА FRESH с красной рыбой, весовой;549.99 ₽;https://lenta.com/product/pirog-lenta-s-krasnojj-rybojj-ves-sp-rossiya-149300/
Готовая еда;Бургер МИРАТОРГ Ангус с горчичным соусом, 160г;164.99 ₽;https://lenta.com/product/angus-burger-s-gorchichnym-sousom-ohl-rossiya-160g-627194/
Готовая еда;Сэндвич сэт ЛЕНТА FRESH с ветчиной и курицей, 170г;149.99 ₽;https://lenta.com/product/sendvich-set-s-vetchinojj-i-kuricejj-rossiya-170g-557512/
Готовая еда;Блинчики ЛЕНТА FRESH с грибами, весовые;116.00 ₽;https://lenta.com/product/gc-blinchiki-s-gribami-ves-rossiya-200241/
Готовая еда;Салат ЛЕНТА FRESH Деревенский с курицей, весовой;244.80 ₽;https://lenta.com/product/salat-derevenskijj-s-kuricejj-i-gribochkami-ves-rossiya-60921/
Готовая еда;Фунчоза ЛЕНТА FRESH По-восточному с овощами, весовая;122.40 ₽;https://lenta.com/product/funchoza-po-vostochnomu-s-ovoshchami-ves-rossiya-344417/
Готовая еда;Пицца Карбонара, 360г;399.99 ₽;https://lenta.com/product/picca-karbonara-rossiya-360g-718766/
Готовая еда;Филе куриное ЛЕНТА FRESH в кисло-сладком соусе с овощами, весовое;240.00 ₽;https://lenta.com/product/kurinoe-file-v-kislo-sladkom-souse-s-ovoshchami-ves-rossiya-224446/
Готовая еда;Свинина ЛЕНТА FRESH по-монастырски, весовая;283.50 ₽;https://lenta.com/product/svinina-po-monastyrski-ves-rossiya-83157/
Готовая еда;Ролл ЛЕНТА FRESH Цезарь, 200г;204.99 ₽;https://lenta.com/product/roll-cezar-lenta-rossiya-200g-382712/
Готовая еда;Рис ЛЕНТА FRESH с овощами, весовой;105.00 ₽;https://lenta.com/product/ris-s-ovoshchami-ves-rossiya-590269/
Готовая еда;Тофу-паштет АМФУД с вялеными помидорами и прованскими травами, 200г;179.99 ₽;https://lenta.com/product/tofu-pashtet-s-vyalenymi-pomidorami-i-provanskimi-travami-rossiya-200g-692648/
Готовая еда;Блинчики ЛЕНТА FRESH с курицей, весовые;155.00 ₽;https://lenta.com/product/gc-blinchiki-s-kuricejj-ves-rossiya-200244/
Готовая еда;Сдобный крутень ЛЕНТА FRESH с вареной сгущенкой;268.00 ₽;https://lenta.com/product/sdobnyjj-kruten-varenaya-sgushchenka-rossiya-533239/
Готовая еда;Салат ЛЕНТА FRESH Фреш с лососем, 200г;234.59 ₽;https://lenta.com/product/salat-fresh-s-lososem-200g-rossiya-200g-539538/
Готовая еда;Фрикадельки куриные ЛЕНТА FRESH, весовые;225.00 ₽;https://lenta.com/product/frikadelki-kurinye-ves-rossiya-380329/
Готовая еда;Салат ЛЕНТА FRESH Витаминный, весовой;110.40 ₽;https://lenta.com/product/salat-vitaminnyjj-ves-rossiya-11282/
Готовая еда;Суп РЕСТО ШИК Похлебка грибная, 270г;159.99 ₽;https://lenta.com/product/sup-pohlebka-gribnaya-rossiya-270g-866495/
Готовая еда;Капуста квашеная ЛЕНТА FRESH с морковью и клюквой, весовая;87.00 ₽;https://lenta.com/product/kapusta-kvashenaya-s-morkovyu-i-klyukvojj-ves-rossiya-191457/
Готовая еда;Салат ЛЕНТА FRESH Кудесница, весовой;168.30 ₽;https://lenta.com/product/salat-kudesnica-ves-rossiya-82929/
Готовая еда;Опята маринованные БЕЛОРУЧКА, весовые;300.00 ₽;https://lenta.com/product/opyata-marinovannye-ves-rossiya-191507/
Готовая еда;Морс клюквенный ЛЕНТА FRESH, 500мл;109.99 ₽;https://lenta.com/product/mors-klyukvennyjj-rossiya-500ml-715430/
Готовая еда;Блинчики ЛЕНТА FRESH с яйцом и луком, весовые;92.00 ₽;https://lenta.com/product/gc-blinchiki-s-yajjcom-i-lukom-ves-rossiya-369721/
Готовая еда;Картофель фри ЛЕНТА FRESH, весовой;180.00 ₽;https://lenta.com/product/kartofel-fri-ves-rossiya-228115/
Готовая еда;Салат из спаржи ЛЕНТА FRESH, весовой;183.00 ₽;https://lenta.com/product/salat-iz-sparzhi-sp-ves-rossiya-436023/
Готовая еда;Салат ЛЕНТА FRESH Крабовый, 200г;139.99 ₽;https://lenta.com/product/salat-krabovyjj-rossiya-200g-646217/
Готовая еда;Сэндвич ЛЕНТА FRESH с карбонадом, 140г;119.99 ₽;https://lenta.com/product/sendvich-s-karbonadom-rossiya-140g-442475/
Готовая еда;Пицца Цыпленок-барбекю, 400г;399.99 ₽;https://lenta.com/product/picca-cyplenok---barbekyu-rossiya-400g-718763/
Готовая еда;Салат ЛЕНТА FRESH Фасолька с говядиной, весовой;229.50 ₽;https://lenta.com/product/salat-fasolka-s-govyadinojj-ves-rossiya-452849/
Готовая еда;Лазанья МИРАТОРГ Болоньезе с сыром в соусе Бешамель, 350г;179.99 ₽;https://lenta.com/product/lazanya-boloneze-s-syrom-v-souse-beshamel-rossiya-350g-668147/
Готовая еда;Салат ЛЕНТА FRESH гранатовый браслет;159.80 ₽;https://lenta.com/product/salat-granatovyjj-braslet-rossiya-599688/
Готовая еда;Напиток брусничный ЛЕНТА FRESH, 500мл;94.99 ₽;https://lenta.com/product/napitok-bezalkogolnyjj-negazirovannyjj-brusnichnyjj-rossiya-500ml-715422/
Готовая еда;Пицца ЛЕНТА FRESH Венеция, 230г;154.99 ₽;https://lenta.com/product/picca-veneciya-sp-rossiya-230g-520041/
Готовая еда;Камбала жареная ЛЕНТА FRESH, весовая;440.00 ₽;https://lenta.com/product/gc-kambala-zharenaya-ves-rossiya-84254/
Готовая еда;Котлеты куриные ЛЕНТА FRESH, весовые;327.03 ₽;https://lenta.com/product/kotlety-kurinye-zharenye-ves-rossiya-218501/
Готовая еда;Капуста тушеная ЛЕНТА FRESH, весовая;107.10 ₽;https://lenta.com/product/gc-kapusta-tushenaya-ves-rossiya-200328/
Готовая еда;Студень говяжий ЛЕНТА FRESH, весовой;219.80 ₽;https://lenta.com/product/studen-govyazhijj-ves-rossiya-12451/
Готовая еда;Салат ЛЕНТА FRESH Лисенок, весовой;120.00 ₽;https://lenta.com/product/salat-lisenok-ves-rossiya-259205/
Готовая еда;Бифштекс с картофелем по-деревенски, 200г;179.99 ₽;https://lenta.com/product/bifshteks-s-kartofelem-po-derevenski-rossiya-200g-712785/
Готовая еда;Салат БЕЛОРУЧКА Фунчоза с овощами, весовой;126.00 ₽;https://lenta.com/product/salat-funchoza-s-ovoshchami-ves-rossiya-526778/
Готовая еда;Пельмешки ЛЕНТА FRESH к пиву, весовые;120.00 ₽;https://lenta.com/product/gc-pelmeshki-k-pivu-ves-rossiya-70504/
Готовая еда;Тефтели в томатном соусе с макаронами ЛЕНТА FRESH, 250г;169.99 ₽;https://lenta.com/product/tefteli-v-tomatnom-souse-s-makaronami-rossiya-250g-736866/
Готовая еда;Салат ЛЕНТА FRESH Жар-Птица;198.90 ₽;https://lenta.com/product/salat-zhar-ptica-rossiya-134998/
Готовая еда;Морковь По-корейски, весовая;138.00 ₽;https://lenta.com/product/morkov-po-korejjski-rossiya-99166/
Готовая еда;Окорочка варено-копченые куриные ЛЕНТА FRESH, весовые;270.00 ₽;https://lenta.com/product/okorochka-kurinye-vareno-kopchenye-ves-rossiya-221574/
Готовая еда;Котлеты ЛЕНТА FRESH Домашние рубленные жареные, весовые;270.00 ₽;https://lenta.com/product/kotlety-domashnie-rublennye-zharenye-ves-rossiya-582414/
Готовая еда;Сдобный крутень ЛЕНТА FRESH с творогом и вишневой начинкой;240.00 ₽;https://lenta.com/product/sdobnyjj-kruten-vishnyatvorog-rossiya-533245/
Готовая еда;Вареники ЛЕНТА FRESH с картофелем и грибами, весовые;127.50 ₽;https://lenta.com/product/vareniki-s-kartofelem-i-gribami-ves-rossiya-175234/
Готовая еда;Салат ЛЕНТА FRESH Немецкий с ветчиной и жаренным луком, весовой;192.90 ₽;https://lenta.com/product/salat-nemeckijj-s-vetchinojj-i-zharennym-lukom-ves-rossiya-84260/
Готовая еда;Сэндвич ЛЕНТА FRESH с ветчиной и сыром, 170г;142.79 ₽;https://lenta.com/product/sendvich-s-vetchinojj-i-syrom-rossiya-170g-442476/
Готовая еда;Пицца с ветчиной и грибами, 400г;399.99 ₽;https://lenta.com/product/picca-s-vetchinojj-i-gribami-rossiya-400g-718873/
Готовая еда;Салат ЛЕНТА FRESH Спаржа по-корейски;210.00 ₽;https://lenta.com/product/salat-sparzha-po-korejjski-rossiya-79926/
Готовая еда;Сырники ЛЕНТА FRESH с вишневой начинкой, весовые;160.00 ₽;https://lenta.com/product/syrniki-s-vishnevojj-nachinkojj-ves-rossiya-587285/
Готовая еда;Салат ЛЕНТА FRESH с горбушей горячего копчения;214.20 ₽;https://lenta.com/product/salat-s-gorbushejj-goryachego-kopcheniya-rossiya-698484/
Готовая еда;Морс облепиховый ЛЕНТА FRESH, 500мл;109.99 ₽;https://lenta.com/product/mors-oblepihovyjj-rossiya-500ml-715431/
Готовая еда;Сэндвич ЛЕНТА FRESH с курицей и яйцом, 170г;204.99 ₽;https://lenta.com/product/sendvich-s-kuricejj-i-yajjcom-rossiya-170g-468446/
Готовая еда;Пирог с творожной начинкой, 350г;349.99 ₽;https://lenta.com/product/pirog-s-tvorozhnojj-nachinkojj-rossiya-350g-720700/
Готовая еда;Блинчики ЛЕНТА FRESH с мясом, весовые;138.00 ₽;https://lenta.com/product/blinchiki-s-myasom-ves-rossiya-12676/
Готовая еда;Блинчик ЛЕНТА FRESH с сыром и лососем, весовой;200.00 ₽;https://lenta.com/product/blinchik-s-syrom-i-lososem-ves-rossiya-570211/
Готовая еда;Спагетти ЛЕНТА FRESH По-восточному с овощами, весовые;171.00 ₽;https://lenta.com/product/spagetti-po-vostochnomu-s-ovoshchami-ves-rossiya-354563/
Готовая еда;Груздь черный маринованный, весовой;300.00 ₽;https://lenta.com/product/gruzd-chernyjj-marinovannyjj-ves-rossiya-191550/
Готовая еда;Оладьи ЛЕНТА FRESH Золотой петушок, весовые;275.40 ₽;https://lenta.com/product/oladi-zolotojj-petushok-vesovojj-rossiya-89162/
Готовая еда;Салат из спаржи ЛЕНТА FRESH с морковью, весовой;249.00 ₽;https://lenta.com/product/salat-iz-sparzhi-s-morkovyu-ves-rossiya-100631/
Готовая еда;Голубцы ленивые ЛЕНТА FRESH, весовые;180.00 ₽;https://lenta.com/product/gc-golubcy-lenivye-ves-rossiya-74401/
Готовая еда;Суп РЕСТО ШИК Щи русские с мясом, 300г;179.99 ₽;https://lenta.com/product/sup-shchi-russkie-s-myasom-ohl-rossiya-300g-854152/
Готовая еда;Сэндвич ЛЕНТА FRESH с тунцом, 180г;179.99 ₽;https://lenta.com/product/sendvich-s-tuncom-rossiya-180g-557511/
Готовая еда;Капуста ЛЕНТА FRESH ассорти по-японски, весовая;114.00 ₽;https://lenta.com/product/kapusta-assorti-po-yaponski-ves-rossiya-82039/
Готовая еда;Салат ЛЕНТА FRESH Фреш с курицей, 200г;219.99 ₽;https://lenta.com/product/salat-fresh-s-kuricejj-200g-rossiya-200g-539537/
Готовая еда;Биточки из индейки ЛЕНТА FRESH рубленные жареные, весовые;300.00 ₽;https://lenta.com/product/bitochki-iz-indejjki-ves-rossiya-582412/
Готовая еда;Томаты ТРАДИЦИИ ВКУСА соленые зеленые;96.00 ₽;https://lenta.com/product/tomaty-solenye-zelenye-rossiya-730728/
Готовая еда;Отбивная из курицы ЛЕНТА FRESH в сыре, весовая;360.00 ₽;https://lenta.com/product/kurinaya-otbivnaya-v-syre-ves-rossiya-83153/
Готовая еда;Салат из свеклы ЛЕНТА FRESH с черносливом, весовой;100.00 ₽;https://lenta.com/product/salat-iz-svekly-s-chernoslivom-ves-rossiya-11762/
Готовая еда;Салат ЛЕНТА FRESH Нежный, весовой;300.00 ₽;https://lenta.com/product/salat-nezhnyjj-ves-rossiya-11293/
Готовая еда;Цыпленок По-пекински;280.00 ₽;https://lenta.com/product/cyplenok-po-pekinski-rossiya-888438/
Готовая еда;Пицца 4 сыра, 360г;399.99 ₽;https://lenta.com/product/picca-4-syra-rossiya-360g-718765/
Готовая еда;Котлета рыбная, 200г;199.99 ₽;https://lenta.com/product/kotleta-rybnaya-rossiya-200g-740345/
Готовая еда;Салат ЛЕНТА FRESH Сеул, весовой;90.00 ₽;https://lenta.com/product/salat-seul-ves-rossiya-578452/
Готовая еда;Булгур с грибами ЛЕНТА FRESH СП до 1кг;449.99 ₽;https://lenta.com/product/bulgur-s-gribami-rossiya-903062/
Готовая еда;Кускус с овощами ЛЕНТА FRESH СП до 1кг;549.99 ₽;https://lenta.com/product/kuskus-s-ovoshchami-rossiya-903063/
Готовая еда;Соус ЛЕНТА FRESH Чесночный, весовой;80.00 ₽;https://lenta.com/product/gc-sous-chesnochnyjj-ves-rossiya-295452/
Готовая еда;Кофе ЛЕНТА FRESH Эспрессо, 100мл;69.99 ₽;https://lenta.com/product/kofe-espresso-rossiya-100ml-706214/
Готовая еда;Кофе ЛЕНТА FRESH Латте, 250мл;99.99 ₽;https://lenta.com/product/kofe-latte-rossiya-250ml-706261/
Готовая еда;Кофе ЛЕНТА FRESH Американо большой, 230мл;54.99 ₽;https://lenta.com/product/kofe-amerikano-bolshojj-rossiya-230ml-706308/
Готовая еда;Кофе ЛЕНТА FRESH с молоком, 250мл;89.99 ₽;https://lenta.com/product/kofe-s-molokom-rossiya-250ml-706319/
