Категория;Наименование;Цена;Ссылка
Овощи и фрукты;Смесь овощная ЛЕНТА Цветная капуста и брокколи, 400г;139.99 ₽;https://lenta.com/product/735065-smes-ovoshchnaya-cvetnaya-kapusta-i-brokkoli-rossiya-400g/
Овощи и фрукты;Капуста квашеная БЕЛОРУЧКА с морковью, 500г;119.99 ₽;https://lenta.com/product/311924-kapusta-kvashenaya-s-morkovyu-rossiya-500g/
Овощи и фрукты;Чурчхела с грецким орехом в виноградном соке, весовая;480.00 ₽;https://lenta.com/product/667503-churchhela-s-greckim-orehom-v-vinogradnom-soke-ves-rossiya/
Овощи и фрукты;Томаты черри Сладкая ягода оранжевые, 200г;269.99 ₽;https://lenta.com/product/645730-tomaty-cherri-oranzhevye-sladkaya-yagoda-rossiya-200g/
Овощи и фрукты;Набор овощей для салата Сельдь под шубой, 900г;199.99 ₽;https://lenta.com/product/392946-nabor-ovoshchejj-dlya-salata-seld-pod-shubojj-vu-900g/
Овощи и фрукты;Кешью сушеный, весовой;450.00 ₽;https://lenta.com/product/60371-keshyu-sushenyjj-ves/
Овощи и фрукты;Яблоки Лиголь, весовые;100.00 ₽;https://lenta.com/product/151704-yabloki-ligol-ves/
Овощи и фрукты;Томаты Бакинские, весовые;212.00 ₽;https://lenta.com/product/131351-tomaty-bakinskie-ves/
Овощи и фрукты;Грейпфруты красные отборные, весовые;60.00 ₽;https://lenta.com/product/900061-grejjpfrut-otbornyjj-krasnyjj/
Овощи и фрукты;Шампиньоны ЛЕНТА FRESH Королевские 400г;184.99 ₽;https://lenta.com/product/584415-griby-shampinony-korolevskie-400g/
Овощи и фрукты;Миндаль натуральный, 60г;79.99 ₽;https://lenta.com/product/719676-mindal-naturalnyjj-rossiya-60g/
Овощи и фрукты;Тыква Баттернат, весовая;288.98 ₽;https://lenta.com/product/43796-tykva-batternat-ves-1kg/
Овощи и фрукты;Укроп свежий, весовой;42.50 ₽;https://lenta.com/product/590593-ukrop-zelenyjj-svezhijj-zl-ves/
Овощи и фрукты;Помело сушеное, весовое;225.00 ₽;https://lenta.com/product/684254-pomelo-sushenoe-ves/
Овощи и фрукты;Смесь фруктово-ореховая DOLCE ALBERO Фитнес, 150г;169.99 ₽;https://lenta.com/product/719276-smes-orehov-i-suhofruktov-fitnes-rossiya-150g/
Овощи и фрукты;Киви спелое ЛЕНТА FRESH, 3шт;129.99 ₽;https://lenta.com/product/881729-kivi-speloe-lenta-fresh-3sht/
Овощи и фрукты;Кешью SMAKKY жареный, васаби и соевый соус, 150г;179.99 ₽;https://lenta.com/product/703074-keshyu-zharenyjj-vasabi-s-soev-sous-rossiya-150g/
Овощи и фрукты;Лук белый, весовой;90.00 ₽;https://lenta.com/product/41216-luk-belyjj-ves/
Овощи и фрукты;Аджика ФЭГ, 200г;92.99 ₽;https://lenta.com/product/195455-adzhika-rossiya-200g/
Овощи и фрукты;Набор зелени укроп, петрушка и зеленый лук, 75г;89.99 ₽;https://lenta.com/product/342743-nabor-zeleni-ukrop-petrushka-zelenyjj-luk-75g/
Овощи и фрукты;Капуста брокколи быстрозамороженная, весовая;165.00 ₽;https://lenta.com/product/892016-kapusta-brokkoli-bystrozamorozhennaya-ves-egipet/
Овощи и фрукты;Морковь фермерская 600г;79.99 ₽;https://lenta.com/product/857584-morkov-fermerskaya-600g/
Овощи и фрукты;Орех грецкий очищенный, 60г;79.99 ₽;https://lenta.com/product/640263-oreh-greckijj-ochishchennyjj-60g/
Овощи и фрукты;Кешью СЕМУШКА жареный, 150г;349.99 ₽;https://lenta.com/product/369177-keshyu-zharenyjj-rossiya-150g/
Овощи и фрукты;Кабачки, 2шт;259.99 ₽;https://lenta.com/product/724422-kabachki-2sht/
Овощи и фрукты;Орех грецкий СЕМУШКА, 200г;449.99 ₽;https://lenta.com/product/440967-greckijj-oreh-rossiya-200g/
Овощи и фрукты;Манго сушеное ВЬЕТКОНГ лепестки, 80г;142.99 ₽;https://lenta.com/product/735234-mango-sushenoe-lepestki-vetnam-80g/
Овощи и фрукты;Лимоны, 2шт;119.99 ₽;https://lenta.com/product/525353-limony-2sht/
Овощи и фрукты;Арахис в хрустящей корочке со вкусом краба, весовой;92.50 ₽;https://lenta.com/product/684434-arahis-v-hrustyashchejj-korochke-so-vkusom-kraba-ves-rossiya/
Овощи и фрукты;Ягодный микс АРТФРУТ Голубика–малина, 150г;549.99 ₽;https://lenta.com/product/511686-miks-golubikamalina-150g/
Овощи и фрукты;Яблоки Гольден, фасованные, весовые;203.99 ₽;https://lenta.com/product/595359-yabloki-golden-fas-un-ves-rossiya/
Овощи и фрукты;Укроп, 30г;54.99 ₽;https://lenta.com/product/259627-ukrop-30g/
Овощи и фрукты;Морковь ТРАДИЦИИ ВКУСА По-корейски, 1000г;189.99 ₽;https://lenta.com/product/564789-morkov-po-korejjski-rossiya-1000g/
Овощи и фрукты;Редис, 250г;79.99 ₽;https://lenta.com/product/343121-redis-250g/
Овощи и фрукты;Дыня желтая медовая, весовая;499.98 ₽;https://lenta.com/product/14200-dynya-zheltaya-medovaya-ves/
Овощи и фрукты;Смесь салатная SCORO На любой случай, 150г;219.99 ₽;https://lenta.com/product/743878-salatnaya-smes-na-lyubojj-sluchajj-150g/
Овощи и фрукты;Хурма ШИРИН сушеная, 100г;179.99 ₽;https://lenta.com/product/745740-hurma-sushenaya-azerbajjdzhan-100g/
Овощи и фрукты;Смесь компотная 365 ДНЕЙ, 300г;98.99 ₽;https://lenta.com/product/374148-smes-kompotnaya-300g/
Овощи и фрукты;Горошек зеленый замороженный 4 СЕЗОНА, 400г;134.99 ₽;https://lenta.com/product/664392-goroshek-zelenyjj-zam-rossiya-400g/
Овощи и фрукты;Манго DOLCE ALBERO сушеное, 60г;69.99 ₽;https://lenta.com/product/533751-mango-sushenoe-rossiya-60g/
Овощи и фрукты;Морковь ТРАДИЦИИ ВКУСА По-корейски со спаржей, 1000г;279.99 ₽;https://lenta.com/product/565157-morkov-so-sparzhejj-po-korejjski-rossiya-1000g/
Овощи и фрукты;Салат свежий БЕЛАЯ ДАЧА Хрустящий айсберг, резаный, 150г;159.99 ₽;https://lenta.com/product/695669-ovoshchi-150g/
Овощи и фрукты;Яблоки Богатырь, весовые;100.00 ₽;https://lenta.com/product/56213-yabloki-bogatyr-ves-1-kg/
Овощи и фрукты;Основа для напитка NORDIC FRESH Мохито, с соком лимона, лаймом и мятой, 52г;114.99 ₽;https://lenta.com/product/741140-osnova-dlya-napitka-mohito-s-sokom-limona-lajjmom-i-myatojj-zam-rossiya-52g/
Овощи и фрукты;Капуста квашеная ТРАДИЦИИ ВКУСА, 500г;119.99 ₽;https://lenta.com/product/536350-kapusta-kvashenaya-rossiya-500g/
Овощи и фрукты;Гранадилла, шт;199.99 ₽;https://lenta.com/product/59367-granadilla-1sht/
Овощи и фрукты;Смесь овощная МОРОЗКО Green Овощи по-деревенски, 400г;83.99 ₽;https://lenta.com/product/529125-smes-ovoshchnaya-ovoshchi-po-derevenski-rossiya-400g/
Овощи и фрукты;Картофель, фасованный, весовой;269.97 ₽;https://lenta.com/product/720111-kartofel-fas-ves-belorussiya/
Овощи и фрукты;Микс кубики, фасованный, весовой;200.00 ₽;https://lenta.com/product/693210-miks-kubiki-fas-ves/
Овощи и фрукты;Груши Форель, весовые;130.00 ₽;https://lenta.com/product/422675-grusha-forel-ves/
Овощи и фрукты;Смесь салатная Руккола и Радиччио, 75г;119.99 ₽;https://lenta.com/product/666208-salat-rukkola-radichchio-75g/
Овощи и фрукты;Лук зеленый свежий, 180г;189.99 ₽;https://lenta.com/product/691552-luk-zelenyjj-svezhijj-rossiya-180g/
Овощи и фрукты;Миндаль СЕМУШКА жареный, 250г;519.99 ₽;https://lenta.com/product/440965-mindal-zharenyjj-rossiya-250g/
Овощи и фрукты;Картофель для жарки, фасованный, весовой;269.97 ₽;https://lenta.com/product/276360-kartofel-dlya-zharki-fas-ves/
Овощи и фрукты;Арахис 365 ДНЕЙ жареный, в скорлупе, 100г;49.99 ₽;https://lenta.com/product/718051-arahis-v-skorlupe-zharenyjj-100g/
Овощи и фрукты;Капуста квашеная БЕЛОРУЧКА с морковью, 1000г;234.99 ₽;https://lenta.com/product/113129-kapusta-kvashenaya-s-morkovyu-rossiya-1000g/
Овощи и фрукты;Фисташки натуральные слабообжаренные, весовые;400.00 ₽;https://lenta.com/product/594669-fistashki-naturalnye-slaboobzharennye-ves/
Овощи и фрукты;Капуста брокколи замороженная ЛЕНТА, 400г;119.99 ₽;https://lenta.com/product/665039-kapusta-brokkoli-zam-400g/
Овощи и фрукты;Яблоки красные, фасованные, весовые;197.99 ₽;https://lenta.com/product/689273-yabloko-krasnoe-fas-ves/
Овощи и фрукты;Мята свежая, 30г;139.99 ₽;https://lenta.com/product/54552-myata-svezhaya-30g/
Овощи и фрукты;Кешью ЛЕНТА жареный, 150г;219.99 ₽;https://lenta.com/product/699724-keshyu-zharenyjj-rossiya-150g/
Овощи и фрукты;Крем-суп Овощной с шампиньонами и сливками, 200мл;79.99 ₽;https://lenta.com/product/724028-krem-sup-s-gribami-i-slivkami-200-ml/
Овощи и фрукты;Фасоль стручковая замороженная, резаная, весовая;95.00 ₽;https://lenta.com/product/130052-fasol-struchkovaya-rezanaya-zam-ves/
Овощи и фрукты;Чурчхела с грецким орехом в гранатовом соке, весовая;480.00 ₽;https://lenta.com/product/667505-churchhela-s-greckim-orehom-v-granatovom-soke-ves-rossiya/
Овощи и фрукты;Коктейль ягодно-ореховый PREMIUM CLUB, 150г;239.99 ₽;https://lenta.com/product/687345-koktejjl-yagodno-orehovyjj-kraft-stakan-rossiya-150g/
Овощи и фрукты;Арахис в хрустящей корочке со вкусом чили, весовой;92.50 ₽;https://lenta.com/product/684236-arahis-v-hrustyashchejj-korochke-so-vkusom-chili-ves-rossiya/
Овощи и фрукты;Фундук BONVIDA жареный, 300г;599.09 ₽;https://lenta.com/product/866426-funduk-zharenyjj-rossiya-300g/
Овощи и фрукты;Картофель фри замороженный ЛЕНТА, 700г;242.99 ₽;https://lenta.com/product/370937-kartofel-fri-zam-700g/
Овощи и фрукты;Вешенки ЛЕНТА FRESH, 200г;129.99 ₽;https://lenta.com/product/657502-griby-veshenki-rossiya-200g/
Овощи и фрукты;Орех макадамия PREMIUM CLUB очищенная, 100г;359.99 ₽;https://lenta.com/product/680692-oreh-makadamiya-ochishchennyjj-braziliya-100g/
Овощи и фрукты;Арахис в хрустящей корочке со сметаной и луком, весовой;87.50 ₽;https://lenta.com/product/684237-arahis-v-hrustyashchejj-korochke-so-smetanojj-i-lukom-ves-rossiya/
Овощи и фрукты;Томаты черри сливовидные, 500г;319.99 ₽;https://lenta.com/product/234186-tomaty-cherri-slivovidnye-500g/
Овощи и фрукты;Папайя ВЬЕТКОНГ сушеная, 100г;139.99 ₽;https://lenta.com/product/645843-papajjya-sushenaya-vetnam-100g/
Овощи и фрукты;Черника дробленая ЕГОРЬЕВСКИЕ ТРАДИЦИИ с сахаром, 200г;99.99 ₽;https://lenta.com/product/542330-chernika-s-saharom-rossiya-200g/
Овощи и фрукты;Манго АРТФРУТ спелое, шт;259.99 ₽;https://lenta.com/product/641532-mango-speloe-1sht/
Овощи и фрукты;Томаты черри на ветке Красная жемчужина, 200г;299.99 ₽;https://lenta.com/product/770345-tomaty-cherri-krasnaya-zhemchuzhina-na-vetke-rossiya-200g/
Овощи и фрукты;Огурцы короткоплодные грунтовые, весовые;95.00 ₽;https://lenta.com/product/11993-ogurcy-korotkoplodnye-gruntovye-ves/
Овощи и фрукты;Кокос, 1шт;249.99 ₽;https://lenta.com/product/11955-kokos-1sht/
Овощи и фрукты;Малина быстрозамороженная FRAMBINI в белом и молочном шоколаде, без сахара, 130г;699.99 ₽;https://lenta.com/product/742556-malina-v-belom-shokol-bez-sah-i-molochnom-shokol-bez-sah-bzam-rossiya-130g/
Овощи и фрукты;Брусника быстрозамороженная PREMIUM CLUB, 300г;279.99 ₽;https://lenta.com/product/897046-brusnika-bystrozamorozhennaya-rossiya-300g/
Овощи и фрукты;Чернослив ВЫБОР СЕМЬИ без косточки, 200г;109.99 ₽;https://lenta.com/product/730387-chernosliv-bez-kostochki-rossiya-200g/
Овощи и фрукты;Финики Королевские, весовые;375.00 ₽;https://lenta.com/product/471479-finiki-korolevskie-ves/
Овощи и фрукты;Шампиньоны 365 ДНЕЙ резаные, 400г;91.99 ₽;https://lenta.com/product/125977-griby-shampinony-rez-sm-400g/
Овощи и фрукты;Томаты черри PREMIUM CLUB, 200г;299.99 ₽;https://lenta.com/product/694730-tomaty-cherri-rossiya-200g/
Овощи и фрукты;Фундук 365 ДНЕЙ жареный, 150г;214.99 ₽;https://lenta.com/product/681898-funduk-zharenyjj-rossiya-150g/
Овощи и фрукты;Кешью SMAKKY жареный, паприка и томат, 150г;249.99 ₽;https://lenta.com/product/701277-keshyu-zharenyjj-paprika-i-tomat-rossiya-150g/
Овощи и фрукты;Лук репчатый, фасованный, весовой;129.98 ₽;https://lenta.com/product/111185-luk-repchatyjj-fas-ves/
Овощи и фрукты;Лоби замороженный 4 СЕЗОНА зеленый нарезанный, 400г;134.99 ₽;https://lenta.com/product/220063-lobi-zelenyjj-narezannyjj-rossiya-400g/
Овощи и фрукты;Цукаты Ассорти, весовые;388.50 ₽;https://lenta.com/product/731540-cukaty-assorti-ves/
Овощи и фрукты;Чернослив DOLCE ALBERO без косточки, 150г;149.99 ₽;https://lenta.com/product/695569-chernosliv-bk-rossiya-150g/
Овощи и фрукты;Яблоки Айдаред, фасованные, весовые;239.99 ₽;https://lenta.com/product/595358-yabloki-ajjdared-fas-un-ves/
Овощи и фрукты;Маслята варено-соленые ФЕРМА 1913, 285г;306.99 ₽;https://lenta.com/product/392848-maslyata-vareno-solenye-rossiya-285g/
Овощи и фрукты;Смесь овощная МОРОЗКО Green Мексиканская, 400г;114.99 ₽;https://lenta.com/product/402504-smes-ovoshchnaya-green-meksikanskaya-zam-rossiya-400g/
Овощи и фрукты;Капуста квашеная БЕЛОРУЧКА с морковью, шинкованная, 2кг;269.99 ₽;https://lenta.com/product/671190-kapusta-kvashenaya-shinkovannaya-s-morkovyu-rossiya-2000g/
Овощи и фрукты;Микс ореховый BONVIDA соленый со вкусом чили, 500г;319.99 ₽;https://lenta.com/product/519090-miks-orehovyjj-solenyjj-vkus-chili-rossiya-500g/
Овощи и фрукты;Вишня быстрозамороженная без косточки, весовая;385.00 ₽;https://lenta.com/product/727567-vishnya-bez-kostochki-bystrozamorozhennaya-ves/
Овощи и фрукты;Финики, 500г;499.99 ₽;https://lenta.com/product/229094-finiki-500g/
Овощи и фрукты;Малина свежая, 125г;599.99 ₽;https://lenta.com/product/57931-malina-svezhaya-125g/
Овощи и фрукты;Имбирь маринованный ТРАДИЦИИ ВКУСА розовый, 250г;149.99 ₽;https://lenta.com/product/525186-imbir-marinovannyjj-rozovyjj-rossiya-250g/
Овощи и фрукты;Набор зелени для окрошки, с редисом, 200г;189.99 ₽;https://lenta.com/product/370267-nabor-zeleni-dlya-okroshki-s-redisom-200g/
Овощи и фрукты;Смесь овощная ЛЕНТА Овощи по-деревенски, 400г;119.99 ₽;https://lenta.com/product/359149-smes-ovoshchnaya-po-derevenski-400g/
Овощи и фрукты;Курага ЛЕНТА без косточки, 150г;129.99 ₽;https://lenta.com/product/699721-kuraga-bez-kostochki-rossiya-150g/
Овощи и фрукты;Капуста квашеная БЕЛАЯ ДАЧА Классическая, 450г;117.99 ₽;https://lenta.com/product/724463-kapusta-kvash-klassichesk-450g/
Овощи и фрукты;Смесь овощная ЛЕНТА Мексиканская, 400г;119.99 ₽;https://lenta.com/product/359037-smes-ovoshchnaya-meksikanskaya-400g/
Овощи и фрукты;Смесь овощная 4 СЕЗОНА Овощное рагу, 400г;114.99 ₽;https://lenta.com/product/324581-smes-ovoshchnaya-ovoshchnoe-ragu-rossiya-400g/
Овощи и фрукты;Свекла вареная, 500г;99.99 ₽;https://lenta.com/product/299914-svekla-varenaya-vu-500g/
Овощи и фрукты;Салат листовой Премиум;119.99 ₽;https://lenta.com/product/51599-salat-listovojj-premium-1sht/
Овощи и фрукты;Щавель свежий, весовой;75.00 ₽;https://lenta.com/product/590557-shchavel-svezhijj-zl-ves/
Овощи и фрукты;Лук репчатый отборный, 1кг;149.99 ₽;https://lenta.com/product/625518-luk-repchatyjj-otbornyjj-rossiya-1000g/
Овощи и фрукты;Петрушка ЛЕНТА свежая, 50г;69.99 ₽;https://lenta.com/product/582229-petrushka-svezhaya-up-50g/
Овощи и фрукты;Бананы бэби, весовые;125.00 ₽;https://lenta.com/product/31746-banany-bebi-ves/
Овощи и фрукты;Кешью DOLCE ALBERO жареный, 150г;199.99 ₽;https://lenta.com/product/687169-keshyu-zharenyjj-rossiya-150g/
Овощи и фрукты;Чеснок молодой, 200г;179.99 ₽;https://lenta.com/product/216367-chesnok-molodojj-200g/
Овощи и фрукты;Апельсины, фасованные, весовые;139.99 ₽;https://lenta.com/product/279646-apelsiny-fasovannye-ves/
Овощи и фрукты;Сельдерей ЛЕТО стики, 300г;159.99 ₽;https://lenta.com/product/741097-stiki-seldereya-300g/
Овощи и фрукты;Клубника быстрозамороженная, весовая;88.00 ₽;https://lenta.com/product/891963-klubnika-bystrozamorozhennaya-egipet/
Овощи и фрукты;Лук Ялтинский, 300г;129.99 ₽;https://lenta.com/product/299297-luk-yaltinskijj-300g/
Овощи и фрукты;Салатный микс БЕЛАЯ ДАЧА На большую компанию Тоскана, 200г;339.99 ₽;https://lenta.com/product/558092-salat-200g/
Овощи и фрукты;Фисташки ЛЕНТА LIFE сушеные, в скорлупе, 200г;359.99 ₽;https://lenta.com/product/683267-fistashki-v-skorlupe-sushenye-rossiya-200g/
Овощи и фрукты;Перец чили АРТФРУТ мини, 50г;179.99 ₽;https://lenta.com/product/640231-perec-chili-mini-50g/
Овощи и фрукты;Баклажаны Граффити, 450г;249.99 ₽;https://lenta.com/product/578493-baklazhany-graffiti-rossiya-450g/
Овощи и фрукты;Орех грецкий ЛЕНТА, 150г;169.99 ₽;https://lenta.com/product/699723-oreh-greckijj-rossiya-150g/
Овощи и фрукты;Орех грецкий ТВЕРДЫЙ ЗНАК, 120г;269.99 ₽;https://lenta.com/product/519751-greckijj-oreh-rossiya-120g/
Овощи и фрукты;Манго спелое отборное, шт;449.99 ₽;https://lenta.com/product/49489-mango-speloe-otbornoe-1sht/
Овощи и фрукты;Томаты черри желтые, на ветке, 250г;259.99 ₽;https://lenta.com/product/207076-tomaty-cherri-zheltye-na-vetke-250g/
Овощи и фрукты;Кедровый орех, весовой;390.00 ₽;https://lenta.com/product/594624-orehi-kedrovye-ves/
Овощи и фрукты;Набор пряной зелени укроп, петрушка, кинза и базилик, 150г;329.99 ₽;https://lenta.com/product/726404-nabor-pryanojj-zel-ukr-petr-kin-baz-150g/
Овощи и фрукты;Гранадилла АРТФРУТ свежая, 1шт;269.99 ₽;https://lenta.com/product/667597-granadilla-svezhaya-1sht/
Овощи и фрукты;Смесь салатная Руккола и Мангольд, 75г;119.99 ₽;https://lenta.com/product/666016-salat-rukkola-mangold-75g/
Овощи и фрукты;Арахис SMAKKY жареный, 200г;79.99 ₽;https://lenta.com/product/883678-arahis-zharenyjj-fasovannyjj-rossiya-200g/
Овощи и фрукты;Авокадо Хасс, весовое;100.00 ₽;https://lenta.com/product/689296-avokado-hass-ves/
Овощи и фрукты;Яблоки Гольден желтые, весовые;202.93 ₽;https://lenta.com/product/686542-yabloko-golden-zheltoe-ves/
Овощи и фрукты;Томаты коктейльные, 350г;279.99 ₽;https://lenta.com/product/641645-tomaty-koktejjlnye-350g/
Овощи и фрукты;Редис, 125г;59.99 ₽;https://lenta.com/product/12015-redis-125g/
Овощи и фрукты;Кинза/кориандр, в горшочке;99.99 ₽;https://lenta.com/product/83023-kinza-koriandr-v-gorshochke-1sht/
Овощи и фрукты;Голубика Гигант, 125г;299.99 ₽;https://lenta.com/product/897739-golubika-gigant-125g/
Овощи и фрукты;Арахис 365 ДНЕЙ жареный соленый, 150г;57.99 ₽;https://lenta.com/product/699303-arahis-zharenyjj-soljnyjj-braziliya-150g/
Овощи и фрукты;Кукуруза, кусочки, 240г;149.99 ₽;https://lenta.com/product/696533-kukuruza-v-vakuume-kusochkami-240g/
Овощи и фрукты;Смесь овощная БЕЛАЯ ДАЧА Капуста с морковью, соломка, 200г;99.99 ₽;https://lenta.com/product/611489-smes-iz-ovoshchejj-200g/
Овощи и фрукты;Клубника PREMIUM CLUB Фермерская, 350г;799.99 ₽;https://lenta.com/product/625669-klubnika-fermerskaya-rossiya-350g/
Овощи и фрукты;Капуста белокочанная БЕЛАЯ ДАЧА Свежая капуста, соломка, 200г;119.99 ₽;https://lenta.com/product/611393-kapusta-belokochannaya-svezhaya-rezanaya-svezhaya-kapusta-rossiya-200g/
Овощи и фрукты;Голубика АРТФРУТ, 500г;1299.99 ₽;https://lenta.com/product/643959-golubika-500g/
Овощи и фрукты;Чипсы банановые, 300г;274.99 ₽;https://lenta.com/product/641544-chipsy-bananovye-filippiny-300g/
Овощи и фрукты;Малина быстрозамороженная FRAMBINI в белом и темном шоколаде, 130г;699.99 ₽;https://lenta.com/product/742555-malina-v-belom-i-temnom-shokolade-bzam-rossiya-130g/
Овощи и фрукты;Грейпфрут, 2шт;149.99 ₽;https://lenta.com/product/897701-grejjpfruty-2sht/
Овощи и фрукты;Питахайя АРТФРУТ желтая, шт;449.99 ₽;https://lenta.com/product/671379-pitahajjya-zheltaya-1sht/
Овощи и фрукты;Мята свежая, 50г;169.99 ₽;https://lenta.com/product/582274-myata-svezhaya-up-50g/
Овощи и фрукты;Арахис в хрустящей корочке со вкусом бекона, весовой;87.50 ₽;https://lenta.com/product/684435-arahis-v-hrustyashchejj-korochke-so-vkusom-bekona-ves-rossiya/
Овощи и фрукты;Изюм DOLCE ALBERO темный, 150г;129.99 ₽;https://lenta.com/product/687173-izyum-temnyjj-rossiya-150g/
Овощи и фрукты;Томаты черри ЛЕНТА FRESH на ветке, 250г;249.99 ₽;https://lenta.com/product/566928-tomaty-cherri-na-vetke-rossiya-250g/
Овощи и фрукты;Кешью SMAKKY с солью, 150г;219.99 ₽;https://lenta.com/product/687174-keshyu-s-solyu-rossiya-150g/
Овощи и фрукты;Батат фри WE FRY, 500г;379.99 ₽;https://lenta.com/product/745919-batat-fri-zam-rossiya-500g/
Овощи и фрукты;Смесь овощная 4 СЕЗОНА Мексиканская, 400г;134.99 ₽;https://lenta.com/product/94277-smes-ovoshchnaya-meksikanskaya-zam-rossiya-400g/
Овощи и фрукты;Салатный микс БЕЛАЯ ДАЧА Для рецептов от шефа Аликанте, 130г;189.99 ₽;https://lenta.com/product/558237-salat-130g/
Овощи и фрукты;Изюм 365 ДНЕЙ красный, 150г;51.99 ₽;https://lenta.com/product/340247-izyum-krasnyjj-rossiya-150g/
Овощи и фрукты;Бананы NATURFOODS вяленые, 200г;129.99 ₽;https://lenta.com/product/453516-banany-vyalenye-vetnam-200g/
Овощи и фрукты;Орех кедровый SIBERIAN CEDAR очищенный, 50г;199.99 ₽;https://lenta.com/product/866635-orehi-kedrovye-ochishchennye-rossiya-50g/
Овощи и фрукты;Миндаль BIO МАРКЕТ жареный, 150г;249.99 ₽;https://lenta.com/product/748579-mindal-zharenyjj-rossiya-150g/
Овощи и фрукты;Овощи маринованные БЕЛОРУЧКА Прованский микс, 500г;109.99 ₽;https://lenta.com/product/720528-provanskijj-miks-marinov-500g/
Овощи и фрукты;Фасоль стручковая замороженная 365 ДНЕЙ, 400г;89.99 ₽;https://lenta.com/product/173144-fasol-struchkovaya-zam-400g/
Овощи и фрукты;Яблоки Фуджи, весовые;181.99 ₽;https://lenta.com/product/82812-yabloki-fudzhi-ves/
Овощи и фрукты;Манго ЛЕНТА FRESH спелое, 2шт;489.99 ₽;https://lenta.com/product/770483-mango-speloe-2sht/
Овощи и фрукты;Курага SUPER без косточки, 200г;199.99 ₽;https://lenta.com/product/701273-kuraga-bk-rossiya-200g/
Овощи и фрукты;Яблоки Гренни Смит, фасованные, весовые;197.99 ₽;https://lenta.com/product/595314-yabloki-grenni-smit-fas-un-ves/
Овощи и фрукты;Томаты черри PREMIUM CLUB сливовидные, 200г;269.99 ₽;https://lenta.com/product/864529-tomaty-premium-club-cherri-slivovidnye-rossiya-200g/
Овощи и фрукты;Арахис ОТ МАРТИНА отборный обжаренный с солью, 100г;69.99 ₽;https://lenta.com/product/574025-arahis-otbornyjj-obzharennyjj-s-solyu-rossiya-100g/
Овощи и фрукты;Малина быстрозамороженная СВОЙ УРОЖАЙ отборная, 300г;384.99 ₽;https://lenta.com/product/742915-malina-otbornaya-bzam-rossiya-300g/
Овощи и фрукты;Лук желтый, 3шт;69.99 ₽;https://lenta.com/product/148033-luk-zheltyjj-3sht/
Овощи и фрукты;Перец острый соленый ЛЕНТА, 500г;109.99 ₽;https://lenta.com/product/740304-perec-solenyjj-ostryjj-rossiya-500g/
Овощи и фрукты;Капуста квашеная БЕЛОРУЧКА с морковью и хреном, 1000г;224.99 ₽;https://lenta.com/product/260474-kapusta-kvashenaya-s-morkovyu-i-hrenom-rossiya-1000g/
Овощи и фрукты;Лук Шалот, весовой;81.00 ₽;https://lenta.com/product/346852-luk-shalot-shalot-svezhijj-ves/
Овощи и фрукты;Смесь ореховая SMAKKY микс жареных орехов, без соли, 50г;64.99 ₽;https://lenta.com/product/729805-smes-miks-zharenyh-orehov-bez-soli-rossiya-50g/
Овощи и фрукты;Облепиха быстрозамороженная, весовая;154.00 ₽;https://lenta.com/product/738956-oblepiha-bystrozamorozhennaya-ves-rossiya/
Овощи и фрукты;Морковь ФЭГ По-корейски, 300г;119.99 ₽;https://lenta.com/product/334812-morkov-po-korejjski-rossiya-300g/
Овощи и фрукты;Арахис жареный соленый, 100г;43.99 ₽;https://lenta.com/product/650522-arahis-zharenyjj-solenyjj-rossiya-100g/
Овощи и фрукты;Картофель замороженный ЛЕНТА дольки в кожуре, 700г;219.99 ₽;https://lenta.com/product/669417-kartofel-dolki-v-kozhure-zam-700g/
Овощи и фрукты;Манго желтое спелое, весовое;150.00 ₽;https://lenta.com/product/709201-mango-zheltoe-speloe-ves/
Овощи и фрукты;Томаты тепличные Прованс, 450г;249.99 ₽;https://lenta.com/product/898119-tomaty-provans-teplichnye-450g/
Овощи и фрукты;Цитрусовый микс ЛЕНТА FRESH Лайм и лимон, шт;144.99 ₽;https://lenta.com/product/771023-citrusovyjj-miks-lajjm-limon-1sht/
Овощи и фрукты;Смесь компотная 365 ДНЕЙ, 200г;39.99 ₽;https://lenta.com/product/604735-smes-kompotnaya-rossiya-200g/
Овощи и фрукты;Клюква КЕДРОВЫЙ БОР сушеная, 50г;89.99 ₽;https://lenta.com/product/884530-klyukva-yagody-klyukvy-sushenojj-rossiya-50g/
Овощи и фрукты;Морковь ТРАДИЦИИ ВКУСА По-корейски, 500г;129.99 ₽;https://lenta.com/product/536344-morkov-po-korejjski-rossiya-500g/
Овощи и фрукты;Суп Гаспачо, 1000мл;319.99 ₽;https://lenta.com/product/517228-sup-gaspacho-rossiya-1000ml/
Овощи и фрукты;Свекла, фасованная, 600г;99.99 ₽;https://lenta.com/product/109960-svekla-podlozhka-fas-rossiya-600g/
Овощи и фрукты;Смородина черная замороженная, весовая;328.50 ₽;https://lenta.com/product/167610-smorodina-chernaya-zam--ves-import/
Овощи и фрукты;Голубика АРТФРУТ свежая, 250г;549.99 ₽;https://lenta.com/product/709918-golubika-svezhaya-250g/
Овощи и фрукты;Арахис BONVIDA жареный соленый, 500г;189.99 ₽;https://lenta.com/product/524475-arahis-zharenyjj-solenyjj-rossiya-500g/
