Категория;Наименование;Цена;Ссылка
Готовая еда;Греча отварная ЛЕНТА FRESH, 200г;74.99 ₽;https://lenta.com/product/736246-grecha-otvarnaya-rossiya-200g/
Готовая еда;Морковь ЛЕНТА FRESH По-корейски, весовая;138.00 ₽;https://lenta.com/product/371927-morkov-po-korejjski-ves-rossiya/
Готовая еда;Салат ЛЕНТА FRESH Грация, весовой;330.00 ₽;https://lenta.com/product/120837-salat-graciya-ves-rossiya/
Готовая еда;Паста пенне в томатном соусе с куриными фрикадельками ЛЕНТА FRESH, 340г;299.99 ₽;https://lenta.com/product/686178-pasta-penne-v-tomatnom-souse-s-kurinymi-frikadelkami-rossiya-340g/
Готовая еда;Картофель жареный ЛЕНТА FRESH с грибами, весовой;177.00 ₽;https://lenta.com/product/87711-kartofel-zharenyjj-s-gribami-vesovojj-rossiya/
Готовая еда;Салат ЛЕНТА FRESH Выборгский с говяжьим языком, весовой;330.00 ₽;https://lenta.com/product/93955-salat-vyborgskijj-s-govyazhim-yazykom-ves-rossiya/
Готовая еда;Рулетики ЛЕНТА FRESH Праздничные, весовые;285.00 ₽;https://lenta.com/product/74718-ruletiki-prazdnichnye-ves-rossiya/
Готовая еда;Плов из свинины ЛЕНТА FRESH, весовой;135.00 ₽;https://lenta.com/product/11818-plov-iz-svininy-vesovojj-rossiya/
Готовая еда;Салат ЛЕНТА FRESH Шаверма, весовой;162.18 ₽;https://lenta.com/product/658411-salat-shaverma-ves-rossiya/
Готовая еда;Шампиньоны маринованные БЕЛОРУЧКА, весовые;306.00 ₽;https://lenta.com/product/237946-griby-shampinony-marinovannye-ves-rossiya/
Готовая еда;Салат БЕЛОРУЧКА Витаминный, весовой;100.50 ₽;https://lenta.com/product/191555-salat-vitaminnyjj-rossiya/
Готовая еда;Каша гречневая ЛЕНТА FRESH с луком, весовая;50.49 ₽;https://lenta.com/product/426443-kasha-grechnevaya-s-lukom-ves-rossiya/
Готовая еда;Каша овсяная на молоке, 300г;114.99 ₽;https://lenta.com/product/729619-kasha-ovsyanaya-na-moloke-rossiya-300g/
Готовая еда;Морс из черноплодной рябины ЛЕНТА FRESH, 500мл;99.99 ₽;https://lenta.com/product/715429-mors-iz-chernoplodnojj-ryabiny-rossiya-500ml/
Готовая еда;Плов По-ташкентски, весовой;261.00 ₽;https://lenta.com/product/721857-plov-po-tashkentski-lotok-ves-rossiya/
Готовая еда;Пицца Пепперони, 360г;399.99 ₽;https://lenta.com/product/718764-picca-pepperoni-rossiya-360g/
Готовая еда;Брускетта ЛЕНТА FRESH с сочным куриным филе и горчичным соусом, 250г;199.99 ₽;https://lenta.com/product/676770-brusketta-s-sochnym-kurinym-file-i-gorchichnym-sousom-rossiya-250g/
Готовая еда;Окорочка куриные гриль ЛЕНТА FRESH, весовые;270.00 ₽;https://lenta.com/product/337026-okorochka-kurinye-gril-ves-rossiya/
Готовая еда;Отбивная из курицы ЛЕНТА FRESH По-княжески, весовая;302.73 ₽;https://lenta.com/product/174196-kurinaya-otbivnaya-po-knyazheski-ves-rossiya/
Готовая еда;Пирог ЛЕНТА FRESH с красной рыбой, весовой;549.99 ₽;https://lenta.com/product/149300-pirog-lenta-s-krasnojj-rybojj-ves-sp-rossiya/
Готовая еда;Бургер МИРАТОРГ Ангус с горчичным соусом, 160г;164.99 ₽;https://lenta.com/product/627194-angus-burger-s-gorchichnym-sousom-ohl-rossiya-160g/
Готовая еда;Сэндвич сэт ЛЕНТА FRESH с ветчиной и курицей, 170г;149.99 ₽;https://lenta.com/product/557512-sendvich-set-s-vetchinojj-i-kuricejj-rossiya-170g/
Готовая еда;Блинчики ЛЕНТА FRESH с грибами, весовые;116.00 ₽;https://lenta.com/product/200241-gc-blinchiki-s-gribami-ves-rossiya/
Готовая еда;Салат ЛЕНТА FRESH Деревенский с курицей, весовой;244.80 ₽;https://lenta.com/product/60921-salat-derevenskijj-s-kuricejj-i-gribochkami-ves-rossiya/
Готовая еда;Фунчоза ЛЕНТА FRESH По-восточному с овощами, весовая;122.40 ₽;https://lenta.com/product/344417-funchoza-po-vostochnomu-s-ovoshchami-ves-rossiya/
Готовая еда;Пицца Карбонара, 360г;399.99 ₽;https://lenta.com/product/718766-picca-karbonara-rossiya-360g/
Готовая еда;Филе куриное ЛЕНТА FRESH в кисло-сладком соусе с овощами, весовое;240.00 ₽;https://lenta.com/product/224446-kurinoe-file-v-kislo-sladkom-souse-s-ovoshchami-ves-rossiya/
Готовая еда;Свинина ЛЕНТА FRESH по-монастырски, весовая;283.50 ₽;https://lenta.com/product/83157-svinina-po-monastyrski-ves-rossiya/
Готовая еда;Ролл ЛЕНТА FRESH Цезарь, 200г;204.99 ₽;https://lenta.com/product/382712-roll-cezar-lenta-rossiya-200g/
Готовая еда;Рис ЛЕНТА FRESH с овощами, весовой;105.00 ₽;https://lenta.com/product/590269-ris-s-ovoshchami-ves-rossiya/
Готовая еда;Тофу-паштет АМФУД с вялеными помидорами и прованскими травами, 200г;179.99 ₽;https://lenta.com/product/692648-tofu-pashtet-s-vyalenymi-pomidorami-i-provanskimi-travami-rossiya-200g/
Готовая еда;Блинчики ЛЕНТА FRESH с курицей, весовые;155.00 ₽;https://lenta.com/product/200244-gc-blinchiki-s-kuricejj-ves-rossiya/
Готовая еда;Сдобный крутень ЛЕНТА FRESH с вареной сгущенкой;268.00 ₽;https://lenta.com/product/533239-sdobnyjj-kruten-varenaya-sgushchenka-rossiya/
Готовая еда;Салат ЛЕНТА FRESH Фреш с лососем, 200г;234.59 ₽;https://lenta.com/product/539538-salat-fresh-s-lososem-200g-rossiya-200g/
Готовая еда;Фрикадельки куриные ЛЕНТА FRESH, весовые;225.00 ₽;https://lenta.com/product/380329-frikadelki-kurinye-ves-rossiya/
Готовая еда;Салат ЛЕНТА FRESH Витаминный, весовой;110.40 ₽;https://lenta.com/product/11282-salat-vitaminnyjj-ves-rossiya/
Готовая еда;Суп РЕСТО ШИК Похлебка грибная, 270г;159.99 ₽;https://lenta.com/product/866495-sup-pohlebka-gribnaya-rossiya-270g/
Готовая еда;Капуста квашеная ЛЕНТА FRESH с морковью и клюквой, весовая;87.00 ₽;https://lenta.com/product/191457-kapusta-kvashenaya-s-morkovyu-i-klyukvojj-ves-rossiya/
Готовая еда;Салат ЛЕНТА FRESH Кудесница, весовой;168.30 ₽;https://lenta.com/product/82929-salat-kudesnica-ves-rossiya/
Готовая еда;Опята маринованные БЕЛОРУЧКА, весовые;300.00 ₽;https://lenta.com/product/191507-opyata-marinovannye-ves-rossiya/
Готовая еда;Морс клюквенный ЛЕНТА FRESH, 500мл;109.99 ₽;https://lenta.com/product/715430-mors-klyukvennyjj-rossiya-500ml/
Готовая еда;Блинчики ЛЕНТА FRESH с яйцом и луком, весовые;92.00 ₽;https://lenta.com/product/369721-gc-blinchiki-s-yajjcom-i-lukom-ves-rossiya/
Готовая еда;Картофель фри ЛЕНТА FRESH, весовой;180.00 ₽;https://lenta.com/product/228115-kartofel-fri-ves-rossiya/
Готовая еда;Салат из спаржи ЛЕНТА FRESH, весовой;183.00 ₽;https://lenta.com/product/436023-salat-iz-sparzhi-sp-ves-rossiya/
Готовая еда;Салат ЛЕНТА FRESH Крабовый, 200г;139.99 ₽;https://lenta.com/product/646217-salat-krabovyjj-rossiya-200g/
Готовая еда;Сэндвич ЛЕНТА FRESH с карбонадом, 140г;119.99 ₽;https://lenta.com/product/442475-sendvich-s-karbonadom-rossiya-140g/
Готовая еда;Пицца Цыпленок-барбекю, 400г;399.99 ₽;https://lenta.com/product/718763-picca-cyplenok---barbekyu-rossiya-400g/
Готовая еда;Салат ЛЕНТА FRESH Фасолька с говядиной, весовой;229.50 ₽;https://lenta.com/product/452849-salat-fasolka-s-govyadinojj-ves-rossiya/
Готовая еда;Лазанья МИРАТОРГ Болоньезе с сыром в соусе Бешамель, 350г;179.99 ₽;https://lenta.com/product/668147-lazanya-boloneze-s-syrom-v-souse-beshamel-rossiya-350g/
Готовая еда;Салат ЛЕНТА FRESH гранатовый браслет;159.80 ₽;https://lenta.com/product/599688-salat-granatovyjj-braslet-rossiya/
Готовая еда;Напиток брусничный ЛЕНТА FRESH, 500мл;94.99 ₽;https://lenta.com/product/715422-napitok-bezalkogolnyjj-negazirovannyjj-brusnichnyjj-rossiya-500ml/
Готовая еда;Пицца ЛЕНТА FRESH Венеция, 230г;154.99 ₽;https://lenta.com/product/520041-picca-veneciya-sp-rossiya-230g/
Готовая еда;Камбала жареная ЛЕНТА FRESH, весовая;440.00 ₽;https://lenta.com/product/84254-gc-kambala-zharenaya-ves-rossiya/
Готовая еда;Котлеты куриные ЛЕНТА FRESH, весовые;327.03 ₽;https://lenta.com/product/218501-kotlety-kurinye-zharenye-ves-rossiya/
Готовая еда;Капуста тушеная ЛЕНТА FRESH, весовая;107.10 ₽;https://lenta.com/product/200328-gc-kapusta-tushenaya-ves-rossiya/
Готовая еда;Студень говяжий ЛЕНТА FRESH, весовой;219.80 ₽;https://lenta.com/product/12451-studen-govyazhijj-ves-rossiya/
Готовая еда;Салат ЛЕНТА FRESH Лисенок, весовой;120.00 ₽;https://lenta.com/product/259205-salat-lisenok-ves-rossiya/
Готовая еда;Бифштекс с картофелем по-деревенски, 200г;179.99 ₽;https://lenta.com/product/712785-bifshteks-s-kartofelem-po-derevenski-rossiya-200g/
Готовая еда;Салат БЕЛОРУЧКА Фунчоза с овощами, весовой;126.00 ₽;https://lenta.com/product/526778-salat-funchoza-s-ovoshchami-ves-rossiya/
Готовая еда;Пельмешки ЛЕНТА FRESH к пиву, весовые;120.00 ₽;https://lenta.com/product/70504-gc-pelmeshki-k-pivu-ves-rossiya/
Готовая еда;Тефтели в томатном соусе с макаронами ЛЕНТА FRESH, 250г;169.99 ₽;https://lenta.com/product/736866-tefteli-v-tomatnom-souse-s-makaronami-rossiya-250g/
Готовая еда;Салат ЛЕНТА FRESH Жар-Птица;198.90 ₽;https://lenta.com/product/134998-salat-zhar-ptica-rossiya/
Готовая еда;Морковь По-корейски, весовая;138.00 ₽;https://lenta.com/product/99166-morkov-po-korejjski-rossiya/
Готовая еда;Окорочка варено-копченые куриные ЛЕНТА FRESH, весовые;270.00 ₽;https://lenta.com/product/221574-okorochka-kurinye-vareno-kopchenye-ves-rossiya/
Готовая еда;Котлеты ЛЕНТА FRESH Домашние рубленные жареные, весовые;270.00 ₽;https://lenta.com/product/582414-kotlety-domashnie-rublennye-zharenye-ves-rossiya/
Готовая еда;Сдобный крутень ЛЕНТА FRESH с творогом и вишневой начинкой;240.00 ₽;https://lenta.com/product/533245-sdobnyjj-kruten-vishnyatvorog-rossiya/
Готовая еда;Вареники ЛЕНТА FRESH с картофелем и грибами, весовые;127.50 ₽;https://lenta.com/product/175234-vareniki-s-kartofelem-i-gribami-ves-rossiya/
Готовая еда;Салат ЛЕНТА FRESH Немецкий с ветчиной и жаренным луком, весовой;192.90 ₽;https://lenta.com/product/84260-salat-nemeckijj-s-vetchinojj-i-zharennym-lukom-ves-rossiya/
Готовая еда;Сэндвич ЛЕНТА FRESH с ветчиной и сыром, 170г;142.79 ₽;https://lenta.com/product/442476-sendvich-s-vetchinojj-i-syrom-rossiya-170g/
Готовая еда;Пицца с ветчиной и грибами, 400г;399.99 ₽;https://lenta.com/product/718873-picca-s-vetchinojj-i-gribami-rossiya-400g/
Готовая еда;Салат ЛЕНТА FRESH Спаржа по-корейски;210.00 ₽;https://lenta.com/product/79926-salat-sparzha-po-korejjski-rossiya/
Готовая еда;Сырники ЛЕНТА FRESH с вишневой начинкой, весовые;160.00 ₽;https://lenta.com/product/587285-syrniki-s-vishnevojj-nachinkojj-ves-rossiya/
Готовая еда;Салат ЛЕНТА FRESH с горбушей горячего копчения;214.20 ₽;https://lenta.com/product/698484-salat-s-gorbushejj-goryachego-kopcheniya-rossiya/
Готовая еда;Морс облепиховый ЛЕНТА FRESH, 500мл;109.99 ₽;https://lenta.com/product/715431-mors-oblepihovyjj-rossiya-500ml/
Готовая еда;Сэндвич ЛЕНТА FRESH с курицей и яйцом, 170г;204.99 ₽;https://lenta.com/product/468446-sendvich-s-kuricejj-i-yajjcom-rossiya-170g/
Готовая еда;Пирог с творожной начинкой, 350г;349.99 ₽;https://lenta.com/product/720700-pirog-s-tvorozhnojj-nachinkojj-rossiya-350g/
Готовая еда;Блинчики ЛЕНТА FRESH с мясом, весовые;138.00 ₽;https://lenta.com/product/12676-blinchiki-s-myasom-ves-rossiya/
Готовая еда;Блинчик ЛЕНТА FRESH с сыром и лососем, весовой;200.00 ₽;https://lenta.com/product/570211-blinchik-s-syrom-i-lososem-ves-rossiya/
Готовая еда;Спагетти ЛЕНТА FRESH По-восточному с овощами, весовые;171.00 ₽;https://lenta.com/product/354563-spagetti-po-vostochnomu-s-ovoshchami-ves-rossiya/
Готовая еда;Груздь черный маринованный, весовой;300.00 ₽;https://lenta.com/product/191550-gruzd-chernyjj-marinovannyjj-ves-rossiya/
Готовая еда;Оладьи ЛЕНТА FRESH Золотой петушок, весовые;275.40 ₽;https://lenta.com/product/89162-oladi-zolotojj-petushok-vesovojj-rossiya/
Готовая еда;Салат из спаржи ЛЕНТА FRESH с морковью, весовой;249.00 ₽;https://lenta.com/product/100631-salat-iz-sparzhi-s-morkovyu-ves-rossiya/
Готовая еда;Голубцы ленивые ЛЕНТА FRESH, весовые;180.00 ₽;https://lenta.com/product/74401-gc-golubcy-lenivye-ves-rossiya/
Готовая еда;Суп РЕСТО ШИК Щи русские с мясом, 300г;179.99 ₽;https://lenta.com/product/854152-sup-shchi-russkie-s-myasom-ohl-rossiya-300g/
Готовая еда;Сэндвич ЛЕНТА FRESH с тунцом, 180г;179.99 ₽;https://lenta.com/product/557511-sendvich-s-tuncom-rossiya-180g/
Готовая еда;Капуста ЛЕНТА FRESH ассорти по-японски, весовая;114.00 ₽;https://lenta.com/product/82039-kapusta-assorti-po-yaponski-ves-rossiya/
Готовая еда;Салат ЛЕНТА FRESH Фреш с курицей, 200г;219.99 ₽;https://lenta.com/product/539537-salat-fresh-s-kuricejj-200g-rossiya-200g/
Готовая еда;Биточки из индейки ЛЕНТА FRESH рубленные жареные, весовые;300.00 ₽;https://lenta.com/product/582412-bitochki-iz-indejjki-ves-rossiya/
Готовая еда;Томаты ТРАДИЦИИ ВКУСА соленые зеленые;96.00 ₽;https://lenta.com/product/730728-tomaty-solenye-zelenye-rossiya/
Готовая еда;Отбивная из курицы ЛЕНТА FRESH в сыре, весовая;360.00 ₽;https://lenta.com/product/83153-kurinaya-otbivnaya-v-syre-ves-rossiya/
Готовая еда;Салат из свеклы ЛЕНТА FRESH с черносливом, весовой;100.00 ₽;https://lenta.com/product/11762-salat-iz-svekly-s-chernoslivom-ves-rossiya/
Готовая еда;Салат ЛЕНТА FRESH Нежный, весовой;300.00 ₽;https://lenta.com/product/11293-salat-nezhnyjj-ves-rossiya/
Готовая еда;Цыпленок По-пекински;280.00 ₽;https://lenta.com/product/888438-cyplenok-po-pekinski-rossiya/
Готовая еда;Пицца 4 сыра, 360г;399.99 ₽;https://lenta.com/product/718765-picca-4-syra-rossiya-360g/
Готовая еда;Котлета рыбная, 200г;199.99 ₽;https://lenta.com/product/740345-kotleta-rybnaya-rossiya-200g/
Готовая еда;Салат ЛЕНТА FRESH Сеул, весовой;90.00 ₽;https://lenta.com/product/578452-salat-seul-ves-rossiya/
Готовая еда;Булгур с грибами ЛЕНТА FRESH СП до 1кг;449.99 ₽;https://lenta.com/product/903062-bulgur-s-gribami-rossiya/
Готовая еда;Кускус с овощами ЛЕНТА FRESH СП до 1кг;549.99 ₽;https://lenta.com/product/903063-kuskus-s-ovoshchami-rossiya/
Готовая еда;Соус ЛЕНТА FRESH Чесночный, весовой;80.00 ₽;https://lenta.com/product/295452-gc-sous-chesnochnyjj-ves-rossiya/
Готовая еда;Кофе ЛЕНТА FRESH Эспрессо, 100мл;69.99 ₽;https://lenta.com/product/706214-kofe-espresso-rossiya-100ml/
Готовая еда;Кофе ЛЕНТА FRESH Латте, 250мл;99.99 ₽;https://lenta.com/product/706261-kofe-latte-rossiya-250ml/
Готовая еда;Кофе ЛЕНТА FRESH Американо большой, 230мл;54.99 ₽;https://lenta.com/product/706308-kofe-amerikano-bolshojj-rossiya-230ml/
Готовая еда;Кофе ЛЕНТА FRESH с молоком, 250мл;89.99 ₽;https://lenta.com/product/706319-kofe-s-molokom-rossiya-250ml/
